,sentence,label,pred
372,"the special effects and many scenes of weightlessness look as good or better than in the original , while the oscar-winning sound and james horner 's rousing score make good use of the hefty audio system . ",1,"Sentence: the special effects and many scenes of weightlessness look as good or better than in the original , while the oscar-winning sound and james horner 's rousing score make good use of the hefty audio system .
Answer: 1"
373,not since freddy got fingered has a major release been so painful to sit through . ,0,"Sentence: not since freddy got fingered has a major release been so painful to sit through .
Answer: 0"
374,"the movie is what happens when you blow up small potatoes to 10 times their natural size , and it ai n't pretty . ",0,"Sentence: the movie is what happens when you blow up small potatoes to 10 times their natural size , and it ai n't pretty .
Answer: 0"
375,we have n't seen such hilarity since say it is n't so ! ,1,"Sentence: we have n't seen such hilarity since say it is n't so !
Answer: 1"
376,to call the other side of heaven `` appalling '' would be to underestimate just how dangerous entertainments like it can be . ,0,"Sentence: to call the other side of heaven `` appalling '' would be to underestimate just how dangerous entertainments like it can be .
Answer: 0"
377,nothing is sacred in this gut-buster . ,0,"Sentence: nothing is sacred in this gut-buster .
Answer: 0"
378,"feels haphazard , as if the writers mistakenly thought they could achieve an air of frantic spontaneity by simply tossing in lots of characters doing silly stuff and stirring the pot . ",0,"Sentence: feels haphazard , as if the writers mistakenly thought they could achieve an air of frantic spontaneity by simply tossing in lots of characters doing silly stuff and stirring the pot .
Answer: 0"
379,tries to add some spice to its quirky sentiments but the taste is all too familiar . ,0,"Sentence: tries to add some spice to its quirky sentiments but the taste is all too familiar .
Answer: 0"
380,"at its worst , it implodes in a series of very bad special effects . ",0,"Sentence: at its worst , it implodes in a series of very bad special effects .
Answer: 0"
381,"with tightly organized efficiency , numerous flashbacks and a constant edge of tension , miller 's film is one of 2002 's involvingly adult surprises . ",1,"Sentence: with tightly organized efficiency , numerous flashbacks and a constant edge of tension , miller 's film is one of 2002 's involvingly adult surprises .
Answer: 1"
382,a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar . ,0,"Sentence: a great ensemble cast ca n't lift this heartfelt enterprise out of the familiar .
Answer: 0"
383,"a warm but realistic meditation on friendship , family and affection . ",1,"Sentence: a warm but realistic meditation on friendship , family and affection .
Answer: 1"
384,"at times , the suspense is palpable , but by the end there 's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential . ",0,"Sentence: at times , the suspense is palpable , but by the end there 's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential .
Answer: 0"
385,"while the resident evil games may have set new standards for thrills , suspense , and gore for video games , the movie really only succeeds in the third of these . ",0,"Sentence: while the resident evil games may have set new standards for thrills , suspense , and gore for video games , the movie really only succeeds in the third of these .
Answer: 0"
386,it 's a remarkably solid and subtly satirical tour de force . ,1,"Sentence: it 's a remarkably solid and subtly satirical tour de force .
Answer: 1"
387,director andrew niccol ... demonstrates a wry understanding of the quirks of fame . ,1,"Sentence: director andrew niccol ... demonstrates a wry understanding of the quirks of fame .
Answer: 1"
388,when leguizamo finally plugged an irritating character late in the movie . ,0,"Sentence: when leguizamo finally plugged an irritating character late in the movie .
Answer: 0"
389,"thekids will probably stay amused at the kaleidoscope of big , colorful characters . ",1,"Sentence: thekids will probably stay amused at the kaleidoscope of big , colorful characters .
Answer: 1"
390,"mattei is tiresomely grave and long-winded , as if circularity itself indicated profundity . ",0,"Sentence: mattei is tiresomely grave and long-winded , as if circularity itself indicated profundity .
Answer: 0"
391,... plays like somebody spliced random moments of a chris rock routine into what is otherwise a cliche-riddled but self-serious spy thriller . ,0,"Sentence: ... plays like somebody spliced random moments of a chris rock routine into what is otherwise a cliche-riddled but self-serious spy thriller .
Answer: 0"
392,"an overemphatic , would-be wacky , ultimately tedious sex farce . ",0,"Sentence: an overemphatic , would-be wacky , ultimately tedious sex farce .
Answer: 0"
393,it all adds up to good fun . ,1,"Sentence: it all adds up to good fun .
Answer: 1"
394,"whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting . ",1,"Sentence: whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting .
Answer: 1"
395,another in-your-face wallow in the lower depths made by people who have never sung those blues . ,0,"Sentence: another in-your-face wallow in the lower depths made by people who have never sung those blues .
Answer: 0"
396,"a very well-made , funny and entertaining picture . ",1,"Sentence: a very well-made , funny and entertaining picture .
Answer: 1"
397,"it 's worth seeing just on the basis of the wisdom , and at times , the startling optimism , of the children . ",1,"Sentence: it 's worth seeing just on the basis of the wisdom , and at times , the startling optimism , of the children .
Answer: 1"
398,"despite its title , punch-drunk love is never heavy-handed . ",1,"Sentence: despite its title , punch-drunk love is never heavy-handed .
Answer: 1"
399,"if director michael dowse only superficially understands his characters , he does n't hold them in contempt . ",0,"Sentence: if director michael dowse only superficially understands his characters , he does n't hold them in contempt .
Answer: 2"
400,it 's refreshing to see a girl-power movie that does n't feel it has to prove anything . ,1,"Sentence: it 's refreshing to see a girl-power movie that does n't feel it has to prove anything .
Answer: 1"
401,"the film may appear naked in its narrative form ... but it goes deeper than that , to fundamental choices that include the complexity of the catholic doctrine ",1,"Sentence: the film may appear naked in its narrative form ... but it goes deeper than that , to fundamental choices that include the complexity of the catholic doctrine  
Answer: 2"
402,"however it may please those who love movies that blare with pop songs , young science fiction fans will stomp away in disgust . ",0,"Sentence: however it may please those who love movies that blare with pop songs , young science fiction fans will stomp away in disgust .
Answer: 0"
